IndLatency,DRB.UEThpDl,DRB.UEThpUl,label
6.819005508812175,-0.16165984406662437,-0.38724692356120066,0.0
0.02798558658378455,-0.05380667778726526,-0.2219367475817117,0.0
-0.12582665361322407,-0.08607174017139937,-0.2160328127253014,0.0
21.207665868194276,-0.1498444691090541,-0.38724692356120066,0.0
0.12277395464956285,0.020721071945100863,-0.22784068243812203,0.0
-0.589058192209978,-0.18256396899155633,-0.38724692356120066,0.0
-0.3976866380726921,-0.07486228187831992,-0.2160328127253014,0.0
-0.48532503726667253,-0.1345450733306619,-0.38724692356120066,0.0
0.18894779565259145,-0.029721490373756695,-0.2160328127253014,0.0
-0.052502843738398,-0.06531909441259011,-0.2219367475817117,0.0
-0.07574756835952132,-0.13303028166943492,-0.3695351189919697,0.0
-0.3762220798817399,-0.0654705735787128,0.2562819757875242,0.0
0.19610509031216844,-0.05729069860808725,-0.23374461729453236,0.0
-0.12582665361322407,-0.13287880250331224,-0.393150858417611,0.0
-0.06144030482814606,-0.01093807377454247,-0.20422494301248076,0.0
-0.1419287351503278,-0.1769592398450166,-0.3990547932740213,0.0
-0.2957409753473364,-0.06319838608687237,-0.2160328127253014,0.0
-0.12582665361322407,-0.15423736492661227,-0.38134298870479033,0.0
-0.3386627659414626,-0.11667053172818384,-0.38134298870479033,0.0
-0.4567031844161433,-0.07592263604117878,-0.20422494301248076,0.0
-0.22240983968473085,-0.0883439276632398,-0.37543905384838006,0.0
0.05481262142858529,-0.10197705261428239,-0.1924170732996601,0.0
-0.0829048630190983,-0.12136638587798738,-0.38724692356120066,0.0
-0.3100482388787117,-0.03532621952029642,-0.19832100815607043,0.0
0.25512896244339794,-0.15575215658783925,-0.38724692356120066,0.0
0.07090737717791032,-0.06471317774809933,-0.1628973990176085,0.0
-0.25818166140705917,-0.13772613581923848,-0.38134298870479033,0.0
-0.5514988782697007,-0.04789899030848014,-0.21012887786889106,0.0
-0.3976866380726921,-0.14863263578007255,-0.38134298870479033,0.0
-0.7053111184667089,-0.07516524021056531,-0.19832100815607043,0.0
0.011890830834459515,-0.15605511492008464,-0.393150858417611,0.0
-0.6033654557413533,-0.13848353164985197,-0.38724692356120066,0.0
-0.3762220798817399,-0.06471317774809933,-0.1924170732996601,0.0
-0.6838465602757567,-0.17226338569521304,-0.38724692356120066,0.0
0.12993124930913982,-0.13348471916780302,-0.38724692356120066,0.0
-0.023880990887868794,-0.04123390699908154,-0.2160328127253014,0.0
-0.22240983968473085,-0.1595391357409066,-0.38724692356120066,0.0
0.18894779565259145,-0.14575453162374136,-0.37543905384838006,0.0
0.06375740830611204,-0.05138301112930213,-0.2219367475817117,0.0
-0.5514988782697007,-0.0359321361847872,-0.19832100815607043,0.0
-0.7124610873385077,-0.16908232320663644,-0.393150858417611,0.0
0.16570307103146814,-0.02699486538354818,-0.2160328127253014,0.0
0.042292850115159805,-0.02275344873211271,-0.2219367475817117,0.0
-0.47101044794751856,-0.12060899004737391,-0.38724692356120066,0.0
-0.4567031844161433,-0.09228238598242988,-0.2160328127253014,0.0
-0.16338596755350135,-0.170294156535618,-0.38134298870479033,0.0
-0.4048366069444904,-0.06486465691422202,-0.21012887786889106,0.0
-0.7053111184667089,-0.11954863588451504,-0.3400154447099181,0.0
-0.045345549078821025,-0.029115573709265912,0.36255280320291,0.0
-0.5300343200787481,-0.1605994899037655,-0.26326429157658393,0.0
-0.6766965914039584,-0.05607886527910569,-0.2219367475817117,0.0
0.21756964850312066,-0.14923855244456333,-0.38724692356120066,0.0
-0.6105154246131519,-0.061986552757890806,-0.393150858417611,0.0
-0.44239592088476765,-0.08440546934404972,-0.21012887786889106,0.0
0.07090737717791032,-0.18044326066583857,-0.393150858417611,0.0
-0.48532503726667253,-0.028964094543143217,-0.20422494301248076,0.0
0.06375740830611204,-0.0427486986603085,-0.20422494301248076,0.0
-0.023880990887868794,-0.04850490697297092,-0.1333777247355569,0.0
0.07090737717791032,-0.0360836153509099,-0.2160328127253014,0.0
0.02798558658378455,-0.1307580941775945,0.20905049693624167,0.0
0.10131672224638931,-0.08804096933099441,-0.17470526873042916,0.0
-0.031038285547445768,-0.12030603171512852,-0.37543905384838006,0.0
-0.045345549078821025,-0.008211448784333953,-0.20422494301248076,0.0
-0.19915778927582964,-0.12818294835350869,-0.38724692356120066,0.0
-0.3315054712818856,-0.0657735319109582,-0.2160328127253014,0.0
0.15139580750009207,-0.19150123979279535,-0.38724692356120066,0.0
0.15854577637189116,-0.0685001569011667,-0.21012887786889106,0.0
0.07090737717791032,-0.14863263578007255,-0.38134298870479033,0.0
-0.09005483189089658,-0.03638657368315529,-0.2160328127253014,0.0
0.12993124930913982,-0.1368172608225023,-0.38724692356120066,0.0
-0.031038285547445768,-0.0329025528623333,-0.2160328127253014,0.0
-0.01851851423401947,-0.04168834449744963,-0.21012887786889106,0.0
-0.031038285547445768,-0.14196755247067397,-0.38724692356120066,0.0
-0.6534445409950564,-0.029115573709265912,-0.21012887786889106,0.0
0.12993124930913982,-0.1695367607050045,-0.38724692356120066,0.0
-0.5067822696698465,-0.03684101118152338,-0.2219367475817117,0.0
-0.558648847141499,-0.1540858857604896,-0.38724692356120066,0.0
0.10846669111818759,-0.051534490295424826,-0.1924170732996601,0.0
0.035135555455582834,-0.14848115661394987,-0.393150858417611,0.0
-0.5067822696698465,-0.14560305245761865,-0.38724692356120066,0.0
0.08521464070928558,-0.0327510736962106,-0.21012887786889106,0.0
0.22471961737491894,-0.121063427545742,-0.38724692356120066,0.0
-0.002423758484694437,-0.08440546934404972,-0.2219367475817117,0.0
-0.07574756835952132,-0.13015217751310373,-0.38724692356120066,0.0
-0.00957372735649272,-0.12863738585187676,-0.38724692356120066,0.0
0.22471961737491894,-0.04502088615214893,-0.2219367475817117,0.0
0.10846669111818759,-0.15969061490702932,-0.38724692356120066,0.0
-0.3762220798817399,-0.06501613608034472,-0.2160328127253014,0.0
-0.4567031844161433,-0.09243386514855258,-0.3695351189919697,0.0
-0.09005483189089658,-0.07395340688158374,-0.20422494301248076,0.0
-0.3833793745413169,-0.15090482327191299,-0.393150858417611,0.0
-0.10436942121005054,-0.05108005279705674,-0.22784068243812203,0.0
-0.34582006060103915,-0.048353427806848225,-0.2160328127253014,0.0
-0.589058192209978,-0.1605994899037655,-0.38724692356120066,0.0
-0.3028909442191347,-0.0425972194941858,-0.21012887786889106,0.0
-0.3690647852221629,-0.1799888231674705,-0.38134298870479033,0.0
-0.3690647852221629,0.004815759502217848,-0.2160328127253014,0.0
-0.7339256455294598,-0.10334036510938664,-0.2160328127253014,0.0
